name,id,smi,graph_dfs,linear_encoding,is_molecule,is_product,mod_mol,img,rdkit_mol,rdkit_svg,indigo_mol,indigo_svg,MolWt,LogP,MR,TPSA,# H acceptors,# H donors,# Rotatable bonds,# Atoms,# Bonds,# C atoms,# O atoms,# H atoms,# Atoms (no H),# Bonds (no H)
"p_{0,51}",262,,[H][C]([C]([H])([H])[C]([S][AG])=[O])([O][H])[C]([H])([C]([H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H],[H][C]([C]([H])([H])[C]([S][AG])=[O])([O][H])[C]([H])([C]([H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H],False,True,'g_{769}',images/mod_mol56.svg,,,,,,,,,,,,28,27,8,3,15,,
"p_{0,52}",263,,[H][C]([C]([H])([H])[C]([S][AG])=[O])([O][H])[C]([H])([C]([H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H],[H][C]([C]([H])([H])[C]([S][AG])=[O])([O][H])[C]([H])([C]([H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H],False,True,'g_{770}',images/mod_mol57.svg,,,,,,,,,,,,25,24,8,2,13,,
"p_{0,53}",264,,[H][C]([C]([H])([H])[C]([S][AG])=[O])([O][H])[C]([H])([C]([H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H],[H][C]([C]([H])([H])[C]([S][AG])=[O])([O][H])[C]([H])([C]([H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H],False,True,'g_{771}',images/mod_mol58.svg,,,,,,,,,,,,27,26,8,2,15,,
"p_{0,54}",281,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[H],False,True,'g_{772}',images/mod_mol59.svg,,,,,,,,,,,,22,21,8,3,9,,
"p_{0,55}",285,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H],False,True,'g_{773}',images/mod_mol60.svg,,,,,,,,,,,,24,23,8,3,11,,
"p_{0,56}",289,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[H],False,True,'g_{774}',images/mod_mol61.svg,,,,,,,,,,,,21,20,8,2,9,,
"p_{0,57}",293,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H],False,True,'g_{775}',images/mod_mol62.svg,,,,,,,,,,,,23,22,8,2,11,,
"p_{0,58}",297,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H],False,True,'g_{776}',images/mod_mol63.svg,,,,,,,,,,,,24,23,8,3,11,,
"p_{0,59}",301,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H],False,True,'g_{777}',images/mod_mol64.svg,,,,,,,,,,,,26,25,8,3,13,,
"p_{0,60}",305,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[H])[H],False,True,'g_{778}',images/mod_mol65.svg,,,,,,,,,,,,23,22,8,2,11,,
"p_{0,61}",309,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H],False,True,'g_{779}',images/mod_mol66.svg,,,,,,,,,,,,25,24,8,2,13,,
"p_{0,62}",313,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[H],False,True,'g_{780}',images/mod_mol67.svg,,,,,,,,,,,,21,20,8,2,9,,
"p_{0,63}",317,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H],False,True,'g_{781}',images/mod_mol68.svg,,,,,,,,,,,,23,22,8,2,11,,
"p_{0,64}",321,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[H],False,True,'g_{782}',images/mod_mol69.svg,,,,,,,,,,,,20,19,8,1,9,,
"p_{0,65}",325,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])=[C]([H])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])=[C]([H])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H],False,True,'g_{783}',images/mod_mol70.svg,,,,,,,,,,,,22,21,8,1,11,,
"p_{0,66}",329,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([C]([H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([C]([H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])[H],False,True,'g_{784}',images/mod_mol71.svg,,,,,,,,,,,,23,22,8,2,11,,
"p_{0,67}",333,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([C]([H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([C]([H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H],False,True,'g_{785}',images/mod_mol72.svg,,,,,,,,,,,,25,24,8,2,13,,
"p_{0,68}",337,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([C]([H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([C]([H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H],False,True,'g_{786}',images/mod_mol73.svg,,,,,,,,,,,,22,21,8,1,11,,
"p_{0,69}",341,,[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([C]([H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H],[H][C](=[C]([H])[C]([S][AG])=[O])[C]([H])([C]([H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H],False,True,'g_{787}',images/mod_mol74.svg,,,,,,,,,,,,24,23,8,1,13,,
"p_{0,70}",345,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[H],False,True,'g_{788}',images/mod_mol75.svg,,,,,,,,,,,,24,23,8,3,11,,
"p_{0,71}",346,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H],False,True,'g_{789}',images/mod_mol76.svg,,,,,,,,,,,,26,25,8,3,13,,
"p_{0,72}",347,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[H],False,True,'g_{790}',images/mod_mol77.svg,,,,,,,,,,,,23,22,8,2,11,,
"p_{0,73}",348,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H],False,True,'g_{791}',images/mod_mol78.svg,,,,,,,,,,,,25,24,8,2,13,,
"p_{0,74}",349,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H],False,True,'g_{792}',images/mod_mol79.svg,,,,,,,,,,,,26,25,8,3,13,,
"p_{0,75}",350,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H],False,True,'g_{793}',images/mod_mol80.svg,,,,,,,,,,,,28,27,8,3,15,,
"p_{0,76}",351,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[H])[H],False,True,'g_{794}',images/mod_mol81.svg,,,,,,,,,,,,25,24,8,2,13,,
"p_{0,77}",352,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H],False,True,'g_{795}',images/mod_mol82.svg,,,,,,,,,,,,27,26,8,2,15,,
"p_{0,78}",353,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[H],False,True,'g_{796}',images/mod_mol83.svg,,,,,,,,,,,,23,22,8,2,11,,
"p_{0,79}",354,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H],False,True,'g_{797}',images/mod_mol84.svg,,,,,,,,,,,,25,24,8,2,13,,
"p_{0,80}",355,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[H],False,True,'g_{798}',images/mod_mol85.svg,,,,,,,,,,,,22,21,8,1,11,,
"p_{0,81}",356,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])=[C]([H])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])=[C]([H])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H],False,True,'g_{799}',images/mod_mol86.svg,,,,,,,,,,,,24,23,8,1,13,,
"p_{0,82}",357,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([C]([H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([C]([H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])[H],False,True,'g_{800}',images/mod_mol87.svg,,,,,,,,,,,,25,24,8,2,13,,
"p_{0,83}",358,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([C]([H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([C]([H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H],False,True,'g_{801}',images/mod_mol88.svg,,,,,,,,,,,,27,26,8,2,15,,
"p_{0,84}",359,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([C]([H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([C]([H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H],False,True,'g_{802}',images/mod_mol89.svg,,,,,,,,,,,,24,23,8,1,13,,
"p_{0,85}",360,,[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([C]([H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H],[H][C]([H])([C]([H])([C]([S][AG])=[O])[H])[C]([H])([C]([H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H],False,True,'g_{803}',images/mod_mol90.svg,,,,,,,,,,,,26,25,8,1,15,,
"p_{0,86}",377,,[H][S][AG],[H][S][AG],False,True,'g_{804}',images/mod_mol91.svg,,,,,,,,,,,,3,2,0,0,1,,
"p_{0,87}",378,CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[H])=[O],CC(CC(O)=O)=O,True,True,'g_{805}',images/mod_mol92.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0dcb0>,images/rdkit_mol92.svg,<indigo.IndigoObject object at 0x7f2a0bc6bcf8>,images/indigo_mol92.svg,102.08899999999998,0.05009999999999998,22.933799999999994,54.37,2.0,1.0,2.0,13,12,4,3,6,7.0,6.0
"p_{0,88}",382,CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])=[O],CC(O)CC(O)=O,True,True,'g_{806}',images/mod_mol93.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0dd50>,images/rdkit_mol93.svg,<indigo.IndigoObject object at 0x7f29fd5c9dd8>,images/indigo_mol93.svg,104.10499999999999,-0.15810000000000018,23.933599999999995,57.53,2.0,2.0,2.0,15,14,4,3,8,7.0,6.0
"p_{0,89}",386,CC=CC(O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[H])=[O],CC=CC(O)=O,True,True,'g_{807}',images/mod_mol94.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0ddf0>,images/rdkit_mol94.svg,<indigo.IndigoObject object at 0x7f29fd4e0080>,images/indigo_mol94.svg,86.08999999999999,0.6471,22.449799999999993,37.3,1.0,1.0,1.0,12,11,4,2,6,6.0,5.0
"p_{0,90}",390,CCCC(O)=O,[O]([H])[C]([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])=[O],CCCC(O)=O,True,True,'g_{808}',images/mod_mol95.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0de90>,images/rdkit_mol95.svg,<indigo.IndigoObject object at 0x7f29fd4e0208>,images/indigo_mol95.svg,88.10599999999998,0.8711,22.543799999999994,37.3,1.0,1.0,2.0,14,13,4,2,8,6.0,5.0
"p_{0,91}",394,CC(CC(CC(O)=O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[H])=[O],CC(CC(CC(O)=O)=O)=O,True,True,'g_{809}',images/mod_mol96.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0df30>,images/rdkit_mol96.svg,<indigo.IndigoObject object at 0x7f29fd4e0048>,images/indigo_mol96.svg,144.12599999999998,0.009299999999999808,32.55779999999999,71.44,3.0,1.0,4.0,18,17,6,4,8,10.0,9.0
"p_{0,92}",398,CC(O)CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])=[O],CC(O)CC(CC(O)=O)=O,True,True,'g_{810}',images/mod_mol97.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0d710>,images/rdkit_mol97.svg,<indigo.IndigoObject object at 0x7f29fd4e02e8>,images/indigo_mol97.svg,146.142,-0.19890000000000013,33.55759999999999,74.6,3.0,2.0,4.0,20,19,6,4,10,10.0,9.0
"p_{0,93}",402,CC=CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[H])=[O],CC=CC(CC(O)=O)=O,True,True,'g_{811}',images/mod_mol98.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0d6c0>,images/rdkit_mol98.svg,<indigo.IndigoObject object at 0x7f29fd4e0198>,images/indigo_mol98.svg,128.12699999999998,0.6063000000000001,32.07379999999999,54.37,2.0,1.0,3.0,17,16,6,3,8,9.0,8.0
"p_{0,94}",406,CCCC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H])=[O],CCCC(CC(O)=O)=O,True,True,'g_{812}',images/mod_mol99.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0d120>,images/rdkit_mol99.svg,<indigo.IndigoObject object at 0x7f29fd4e02b0>,images/indigo_mol99.svg,130.14299999999997,0.8303,32.167799999999986,54.37,2.0,1.0,4.0,19,18,6,3,10,9.0,8.0
"p_{0,95}",410,CC(CC(O)CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])=[O],CC(CC(O)CC(O)=O)=O,True,True,'g_{813}',images/mod_mol100.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0d080>,images/rdkit_mol100.svg,<indigo.IndigoObject object at 0x7f29fd4e0160>,images/indigo_mol100.svg,146.142,-0.19890000000000013,33.55759999999999,74.6,3.0,2.0,4.0,20,19,6,4,10,10.0,9.0
"p_{0,96}",414,CC(O)CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])=[O],CC(O)CC(O)CC(O)=O,True,True,'g_{814}',images/mod_mol101.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0d1c0>,images/rdkit_mol101.svg,<indigo.IndigoObject object at 0x7f29fd4e0390>,images/indigo_mol101.svg,148.158,-0.4071000000000001,34.55739999999999,77.75999999999999,3.0,3.0,4.0,22,21,6,4,12,10.0,9.0
"p_{0,97}",418,CC=CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])=[O],CC=CC(O)CC(O)=O,True,True,'g_{815}',images/mod_mol102.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0d210>,images/rdkit_mol102.svg,<indigo.IndigoObject object at 0x7f29fd4e01d0>,images/indigo_mol102.svg,130.143,0.3981,33.07359999999999,57.53,2.0,2.0,3.0,19,18,6,3,10,9.0,8.0
"p_{0,98}",422,CCCC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])=[O],CCCC(O)CC(O)=O,True,True,'g_{816}',images/mod_mol103.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0d530>,images/rdkit_mol103.svg,<indigo.IndigoObject object at 0x7f29fd4e0358>,images/indigo_mol103.svg,132.159,0.6221,33.167599999999986,57.53,2.0,2.0,4.0,21,20,6,3,12,9.0,8.0
"p_{0,99}",426,CC(CC=CC(O)=O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[H])=[O],CC(CC=CC(O)=O)=O,True,True,'g_{817}',images/mod_mol104.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0d760>,images/rdkit_mol104.svg,<indigo.IndigoObject object at 0x7f29fd4e03c8>,images/indigo_mol104.svg,128.12699999999998,0.6063000000000001,32.07379999999999,54.37,2.0,1.0,3.0,17,16,6,3,8,9.0,8.0
